fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.05,0.563,0.46,9.94,0.095,31.5,343.8,0.997475,3.62,0.68,11.55354064838621,5
4.62,0.175,0.08,1.21,0.01,46.2,147.8,0.990463,2.91,0.42,9.30809167752879,5
7.32,0.223,0.22,0.63,0.014,4.6,38.1,0.99088,3.47,0.39,10.60338809450398,4
8.89,0.949,1.0,25.2,0.154,74.5,209.0,1.008016,3.05,1.04,11.09586034211399,6
5.89,0.831,0.47,1.44,0.022,19.5,22.3,0.998173,3.46,0.49,9.93280523347085,4
7.24,0.228,0.22,1.68,0.093,5.3,23.6,1.004301,3.28,0.25,9.92737477466955,8
8.28,0.759,0.46,6.37,0.088,108.7,177.5,1.011535,3.42,0.79,10.30449864236638,6
7.55,0.712,0.32,10.91,0.044,37.1,99.4,0.996563,2.98,0.48,10.00487542151411,4
7.29,0.28,0.4,4.99,0.033,51.5,205.4,0.993843,2.92,0.53,9.71602240965898,9
5.51,0.09,0.21,1.05,0.038,2.1,24.7,0.989469,3.31,0.45,9.24086612469597,3
11.7,0.54,0.96,27.87,0.164,151.1,169.6,1.026025,2.96,0.58,9.90061291396322,5
8.34,0.697,0.42,22.81,0.145,108.9,338.6,1.006127,3.17,0.53,11.42478013993299,6
10.42,0.66,0.29,5.57,0.073,51.3,59.5,0.999227,3.16,0.81,11.57676828170199,7
10.75,0.776,0.44,0.98,0.132,38.2,99.4,0.993283,3.31,0.69,10.44466598647253,6
8.09,0.35,0.1,0.77,0.077,18.2,177.9,0.994509,3.15,0.28,10.2119670737448,5
4.65,0.083,0.04,0.63,0.013,3.3,65.9,0.987178,3.01,0.26,10.48154533557452,5
9.86,0.965,0.77,12.31,0.281,67.8,276.4,1.021823,3.32,0.96,10.2638974129085,7
4.83,0.112,0.18,0.84,0.011,17.9,58.9,0.989946,3.31,0.33,10.31519284358916,5
6.69,0.334,0.86,2.66,0.072,67.3,174.5,1.003642,3.2,0.61,11.55016238118756,9
11.67,1.364,1.12,57.82,0.327,220.9,238.7,1.034292,3.08,1.03,10.66100946374984,6
12.97,1.003,1.16,18.89,0.223,92.5,88.8,1.024348,2.93,1.27,11.81338577774874,6
12.36,1.08,0.89,40.38,0.235,237.5,261.1,1.020164,3.1,0.92,10.95628398722854,5
8.93,1.015,0.67,18.69,0.26,118.0,242.4,1.010604,3.64,1.08,12.86290665514433,7
9.36,0.28,0.28,1.44,0.096,93.2,121.3,0.998842,3.08,0.9,12.1380763302966,7
12.88,1.231,0.41,11.86,0.306,138.9,72.3,1.021098,3.19,1.24,10.44737400421563,6
11.47,1.145,0.65,33.95,0.168,203.7,287.7,1.017105,3.18,1.25,12.5889931327834,4
10.69,0.659,0.64,9.26,0.133,45.7,95.2,1.008115,3.1,0.73,10.87430589055777,6
7.98,0.133,0.3,2.59,0.053,46.7,209.3,1.004447,3.03,0.54,10.48041694393217,9
10.28,0.463,0.54,3.59,0.128,53.1,200.3,1.009088,3.06,0.58,9.41436439908146,8
6.79,0.338,0.67,33.62,0.081,61.0,263.5,1.011689,3.14,0.51,11.78471021926914,5
9.06,0.155,0.72,12.1,0.047,66.4,248.3,1.020681,3.07,0.66,9.82618507699448,9
5.39,0.139,0.09,0.62,0.011,4.4,38.6,0.992183,3.21,0.3,10.14863699191963,7
10.43,0.921,0.61,12.3,0.129,84.6,77.4,1.01665,3.44,0.85,10.25191849402551,9
9.1,1.027,0.56,21.18,0.129,96.5,158.5,1.01576,3.09,0.59,9.87794885888849,6
5.98,0.242,0.25,1.56,0.128,22.2,218.9,0.998618,3.45,0.37,11.94906357037549,6
10.01,0.458,0.95,3.16,0.086,103.8,80.8,1.007742,3.37,0.51,10.84782760652966,4
8.57,0.763,0.52,3.8,0.1,56.2,153.7,0.997641,3.37,0.76,9.02405877423531,5
7.0,0.491,0.19,0.68,0.109,11.9,52.1,0.994636,3.52,0.46,12.28436521066653,7
11.26,1.252,1.31,58.32,0.3,151.1,398.4,1.032804,2.95,0.92,10.97736458189904,6
15.9,1.557,1.24,65.8,0.509,246.8,306.8,1.038858,3.13,1.94,11.93020975798253,7
12.77,0.462,1.18,42.03,0.211,78.4,145.7,1.031393,3.03,0.9,10.1776550646641,9
8.36,0.822,0.26,1.98,0.03,51.5,139.7,0.988009,3.27,0.46,12.45219161918304,6
6.97,0.57,0.08,8.46,0.034,105.8,252.5,1.010202,3.06,0.3,9.18137722337788,5
6.27,0.654,0.08,0.86,0.019,4.8,79.9,0.993331,3.37,0.24,9.03903338593889,6
5.06,0.299,0.12,0.98,0.081,22.8,53.1,0.98887,3.19,0.34,11.56359766062708,5
7.79,0.326,0.36,15.3,0.11,75.1,231.2,1.000051,3.29,0.47,11.36639671837707,6
5.44,0.121,0.14,1.81,0.014,18.5,44.5,0.989103,3.04,0.3,9.45774533574305,3
5.29,0.139,0.11,0.64,0.011,13.0,61.0,0.993863,3.24,0.31,11.29990396542962,9
11.02,0.92,0.98,18.2,0.145,77.4,232.9,1.01097,3.23,0.92,12.02288817319165,7
11.35,0.723,0.42,6.52,0.07,33.5,48.9,1.014321,3.4,1.25,11.48261563629671,6
10.23,1.487,1.4,46.13,0.333,202.8,228.9,1.033979,3.19,1.17,11.57822526614981,5
8.1,0.762,0.69,4.1,0.212,16.2,165.5,1.002104,3.2,1.43,11.4242968417855,7
6.16,0.284,0.42,15.7,0.038,81.0,274.0,1.000483,2.97,0.69,11.40349816468264,9
7.82,0.425,0.07,0.86,0.039,11.7,105.1,0.988185,3.5,0.37,11.78829306548441,6
5.41,0.31,0.03,0.9,0.034,2.6,22.4,0.994573,3.45,0.71,9.82750057998417,9
14.17,1.459,1.16,39.14,0.38,87.0,228.9,1.004818,2.79,1.35,11.6519467178751,5
11.98,1.244,1.25,46.5,0.343,226.2,400.9,1.033822,3.24,1.26,11.28833242512568,6
7.17,0.789,0.94,28.7,0.111,57.8,153.5,1.012431,2.95,1.05,10.64848298070052,8
11.14,0.493,0.65,6.79,0.064,32.7,107.7,1.005799,3.02,0.55,10.80490337850367,6
13.3,0.908,0.77,31.21,0.31,225.8,269.5,1.031416,3.02,1.29,12.87048399611655,3
13.1,0.6,1.21,31.14,0.116,112.8,316.0,1.023286,2.97,1.31,10.96876038903776,6
6.51,0.597,0.39,5.32,0.057,5.1,106.0,0.995977,3.17,0.42,12.07305535275171,5
8.87,1.01,0.4,25.88,0.099,72.2,196.5,1.0051,3.24,1.17,9.50960372032897,7
10.36,1.023,0.7,22.43,0.292,73.3,266.4,1.028819,3.03,1.43,12.2587563159276,3
10.06,0.557,0.38,4.25,0.069,16.3,53.9,1.003482,3.53,0.72,11.81268778972804,4
10.85,1.06,0.82,41.27,0.197,142.5,263.4,1.031154,3.21,1.37,13.3823006725755,7
9.41,0.851,0.74,23.75,0.124,77.8,280.8,1.014803,3.01,1.15,10.4085319632454,7
4.67,0.166,0.0,0.6,0.042,1.2,12.5,0.988422,3.7,0.43,9.20597187065718,4
7.18,1.102,0.51,11.29,0.19,78.6,164.4,1.008231,3.28,0.86,12.39379992036842,3
6.85,0.521,0.5,6.25,0.012,31.6,120.9,1.002641,2.92,0.34,10.79331275409453,9
14.59,1.551,1.34,65.8,0.474,209.6,322.6,1.036382,3.05,1.37,11.73112267689728,6
8.77,1.149,1.25,50.2,0.318,237.9,359.9,1.01784,3.2,1.11,12.34098634696279,9
9.14,1.085,0.81,14.45,0.364,140.9,139.1,1.02745,3.49,1.57,10.06964119218579,6
6.82,0.307,0.25,0.82,0.037,15.1,32.6,0.991749,3.07,0.49,10.07745538190818,7
10.77,1.141,0.32,32.49,0.235,128.8,317.5,1.013146,3.12,1.37,11.61492975895122,4
11.88,0.854,1.22,40.57,0.14,140.6,212.3,1.024832,3.14,1.27,11.8883013412865,6
8.87,1.386,1.07,30.26,0.324,94.3,318.9,1.029918,2.93,1.55,14.45781093658549,7
6.45,0.812,0.72,15.55,0.127,100.9,178.3,1.008789,3.52,0.85,12.59707700783387,6
8.35,1.274,0.74,15.63,0.381,156.7,167.2,1.022751,3.27,0.94,10.48802575553766,4
8.95,0.819,0.61,12.26,0.207,66.7,72.6,1.001086,2.93,0.52,10.3980634783165,6
9.48,0.276,0.7,37.08,0.183,88.9,263.0,1.013403,3.07,0.87,10.4482874188614,4
10.12,0.776,0.66,17.69,0.269,160.2,87.1,1.033513,3.41,0.59,10.68679975817011,8
8.3,1.08,0.25,2.59,0.204,13.6,90.7,1.000439,3.21,0.78,10.50419600235649,7
5.93,0.361,0.35,2.76,0.041,29.2,198.9,0.99925,3.45,0.29,10.90750115490158,5
7.17,0.442,0.15,1.72,0.017,11.1,31.7,1.001201,3.02,0.62,11.25826565046823,8
10.16,0.979,0.67,2.72,0.104,45.4,91.5,1.019095,3.17,0.61,12.64947706237426,5
9.37,1.49,0.52,58.85,0.314,193.8,259.6,1.032698,3.17,1.48,10.86240980495118,4
6.02,0.228,0.27,1.23,0.018,62.9,277.1,0.994371,3.01,0.47,11.7181574209361,7
12.2,0.62,1.29,47.08,0.198,193.0,260.3,1.028694,3.06,1.36,11.3637672858032,6
5.94,0.547,0.29,3.82,0.081,114.8,77.8,0.997449,3.34,0.61,8.64884913785954,6
11.06,0.925,0.97,54.41,0.219,235.7,340.1,1.031681,3.16,1.29,10.29902622164646,8
7.55,0.541,0.47,8.54,0.076,27.6,133.6,0.996152,3.1,0.69,11.72354552138243,9
7.73,0.657,0.67,29.72,0.186,137.7,134.9,1.031326,3.25,0.71,12.16573525365172,6
7.71,0.452,0.04,1.04,0.068,4.9,111.1,0.991002,3.31,0.3,9.61858163030892,4
7.58,0.175,0.56,0.63,0.025,2.7,82.7,0.991146,2.95,0.54,9.87097985748219,9
6.65,0.258,0.11,0.68,0.022,3.9,51.8,0.98965,3.18,0.43,10.77556561403655,8
8.25,0.251,0.77,12.87,0.089,19.2,75.4,1.004656,3.2,0.39,11.24929465369379,9
15.02,1.23,1.18,65.8,0.367,193.3,351.8,1.03853,2.92,1.42,9.22987107833894,7
11.78,0.877,0.84,15.75,0.115,180.1,148.9,1.014599,2.98,1.18,11.72591984939637,9
10.96,1.253,0.96,30.26,0.127,199.6,290.7,1.017482,3.32,1.6,13.47588783854537,9
7.57,0.534,0.49,24.6,0.221,48.7,260.3,1.015378,3.13,0.91,11.75147495636692,5
9.41,0.562,0.67,4.37,0.1,23.8,46.3,1.000149,3.18,1.04,8.67010431612847,8
7.03,0.823,1.05,27.56,0.076,133.7,230.6,1.003494,2.91,0.98,11.4387009985331,6
8.81,0.295,0.47,9.6,0.058,64.3,185.9,1.009681,3.42,0.62,9.61237569892382,6
5.99,0.226,0.22,4.7,0.021,40.6,123.4,0.994785,3.18,0.92,12.07820146772617,8
5.96,0.393,0.24,1.7,0.039,36.0,124.0,0.994019,3.25,0.37,12.59209329642762,6
10.0,0.861,0.88,38.1,0.205,227.0,284.1,1.017595,3.04,1.26,12.46205170887801,9
7.52,0.264,0.26,4.02,0.028,22.1,161.5,0.997637,3.02,0.76,8.41545292228393,6
12.03,1.436,0.74,43.51,0.252,174.3,353.2,1.034871,3.01,1.3,10.8747071283906,6
8.49,0.667,0.53,10.04,0.121,7.1,59.9,1.019024,3.17,0.84,11.40739153660791,5
13.12,1.296,1.32,65.6,0.316,255.9,404.9,1.036712,3.01,1.71,13.46467061318836,6
11.51,1.297,1.09,41.83,0.099,212.8,283.7,1.019118,3.06,0.9,13.15336578692839,6
11.2,1.027,1.08,50.46,0.328,119.0,255.0,1.034095,3.01,1.43,9.82407993389808,3
8.12,0.389,0.13,1.0,0.085,9.4,28.7,0.995903,3.13,0.65,11.00257849305902,6
6.69,0.33,0.06,2.98,0.056,8.6,38.7,0.994882,3.26,0.44,10.294122760891,6
9.91,1.203,0.48,23.45,0.251,116.4,73.4,1.011669,3.4,1.39,11.24785365338397,6
7.02,0.864,0.46,7.26,0.127,62.3,91.6,1.026373,3.35,1.06,10.91659061070426,6
12.06,1.22,1.38,52.79,0.311,237.8,406.1,1.033779,3.09,1.43,13.29003753546367,7
11.41,0.894,1.13,13.27,0.252,104.6,194.2,1.02454,3.21,1.4,13.2787700916709,5
6.0,0.131,0.11,0.77,0.016,50.3,194.0,0.988841,3.32,0.42,11.38572263852714,6
5.78,0.415,0.13,1.08,0.055,32.7,148.8,1.000615,3.32,0.4,9.1322928181762,6
12.25,1.4,1.26,51.58,0.329,212.6,361.0,1.034432,3.15,1.65,12.55551889689605,5
11.55,1.332,1.13,39.25,0.363,250.9,307.1,1.034565,3.18,1.06,11.79167859360606,8
10.23,0.158,0.61,5.3,0.058,13.6,28.1,0.99799,3.38,0.48,9.3177073082149,4
8.31,0.259,0.09,4.97,0.054,42.9,79.4,1.004375,3.11,0.55,8.95483293159093,4
7.62,0.439,0.43,9.38,0.196,15.9,56.9,1.019527,3.37,0.68,10.18585745323379,4
7.51,1.423,0.9,23.65,0.154,84.5,289.1,1.014089,3.18,0.49,10.28116418077492,8
8.6,0.574,0.9,17.09,0.051,182.9,313.6,1.002995,3.1,0.92,9.92520808591934,4
14.8,1.456,1.27,17.04,0.161,121.6,150.5,1.025357,2.94,1.6,13.31091482743337,5
10.4,1.031,0.43,20.27,0.18,108.2,266.5,1.014646,2.96,0.85,9.64150759475114,7
10.32,0.798,0.47,20.05,0.152,81.9,72.5,1.009943,3.08,1.17,11.4615504878633,5
13.44,0.797,0.48,28.85,0.159,77.7,194.5,1.028427,3.04,0.99,9.32814431094285,3
7.07,0.486,0.17,4.18,0.038,14.3,136.7,0.99124,3.11,0.59,9.78408827858724,6
6.52,0.59,0.42,3.15,0.043,14.9,145.6,0.994235,3.46,0.39,10.54114395165198,4
7.26,0.534,0.33,8.05,0.11,42.6,192.3,1.013655,3.42,0.58,9.51380514835263,6
6.93,0.396,0.38,7.41,0.045,38.5,179.0,0.994181,3.21,0.59,12.06693851053057,7
8.44,0.843,0.29,19.28,0.113,79.8,253.7,1.002552,3.07,1.15,10.27194573029666,6
9.97,0.262,0.53,5.69,0.068,31.3,59.6,0.996513,3.15,0.49,8.47724098105829,3
8.94,0.763,0.97,27.86,0.16,165.4,191.6,1.025911,3.1,0.97,10.64408190521861,5
7.94,0.796,0.76,15.78,0.054,106.4,109.6,1.003991,3.09,1.1,9.01493253318199,6
7.77,1.274,0.71,65.32,0.253,172.0,333.8,1.028566,3.26,1.05,9.62494512495683,3
7.22,0.587,1.02,14.62,0.16,178.1,248.3,1.0135,3.16,1.1,12.20839365508432,6
9.97,1.209,0.55,41.21,0.216,105.5,201.4,1.024151,3.05,0.9,11.08871356778969,5
10.52,1.129,0.71,53.32,0.177,220.0,324.3,1.031429,3.2,1.16,9.51101235066076,7
10.27,1.492,0.62,32.65,0.256,131.5,217.5,1.017973,3.19,1.29,11.86067321214239,5
5.2,0.356,0.03,0.63,0.018,3.0,65.7,0.988501,3.61,0.28,9.56928594258727,5
7.6,0.265,0.48,25.15,0.041,79.7,285.4,1.015557,2.86,0.55,8.38594205746533,9
7.87,0.298,0.17,1.04,0.109,36.9,187.0,0.999825,3.15,0.43,10.78095939119019,4
11.09,1.15,1.54,62.67,0.299,266.0,393.2,1.03735,3.01,1.28,11.80879387924254,5
11.45,1.179,0.89,32.25,0.304,141.9,210.9,1.020244,2.91,1.32,10.54245478489821,5
8.98,1.007,0.87,8.69,0.293,66.6,126.6,0.998581,3.23,0.57,11.57430710715788,5
9.0,0.764,0.33,3.41,0.034,27.8,211.9,0.993128,2.92,0.54,10.54803944465883,4
12.44,1.566,1.11,61.59,0.404,227.2,377.8,1.037408,3.08,1.68,10.55265413823774,3
9.52,0.826,0.5,26.78,0.097,54.0,150.2,1.026047,3.26,0.93,10.98666134250211,3
8.46,0.841,0.55,18.74,0.284,103.1,250.9,1.015938,3.24,1.19,10.75688309295978,5
8.4,0.437,0.24,44.1,0.133,43.9,237.4,1.026415,3.07,0.9,10.50601236174791,8
13.17,0.991,0.81,10.48,0.05,151.4,228.1,1.028231,3.37,0.98,10.48471453504036,7
8.5,0.548,0.76,6.85,0.12,55.4,131.0,1.018696,3.31,0.85,11.65567946118473,7
11.85,1.11,0.16,11.72,0.187,24.4,63.0,1.010519,3.31,0.79,8.62264066124142,9
9.57,0.512,0.26,6.15,0.109,59.3,84.9,1.004761,3.27,0.85,9.61970120550686,5
7.57,1.083,0.43,16.65,0.146,42.7,139.6,1.019688,3.49,1.33,11.14117298804517,6
10.48,0.183,0.42,4.6,0.024,39.5,96.2,1.003439,2.91,0.32,11.11254285493451,5
5.94,0.247,0.1,2.31,0.035,10.5,78.7,0.997299,3.46,0.35,11.45797253812106,4
9.14,1.086,0.85,8.64,0.354,107.5,134.3,1.026148,3.38,0.72,10.05108493545325,5
9.52,1.379,0.87,59.56,0.184,258.2,421.1,1.033857,2.97,0.8,11.73736614567207,3
8.6,0.42,0.65,20.72,0.062,122.0,274.3,1.012996,2.98,0.51,10.71720907817568,8
8.7,1.176,0.59,21.18,0.078,142.1,148.7,1.009676,2.97,0.7,10.9954799703248,5
10.88,0.46,0.66,2.26,0.12,26.4,44.4,1.009886,3.06,0.98,12.00624321577857,6
9.56,0.203,0.31,4.2,0.139,90.8,73.8,1.015813,3.29,0.56,8.42711839906525,3
7.63,0.191,0.86,31.1,0.104,174.0,264.8,1.002326,3.08,1.04,12.45176415681173,9
6.31,0.213,0.17,2.37,0.031,1.6,58.6,0.993505,3.28,0.43,10.01941516966497,7
9.74,0.749,0.49,10.08,0.188,207.6,285.2,1.027285,3.67,1.1,10.28182406474725,5
6.71,0.445,0.57,20.94,0.051,55.2,379.0,1.006811,3.01,0.62,11.04825789375094,6
12.11,1.122,0.52,10.04,0.252,56.4,51.4,1.004816,3.01,1.02,11.51589463334194,9
8.24,0.913,0.24,6.34,0.101,100.5,110.4,1.010862,3.07,0.73,10.46222098981272,6
7.61,1.47,0.89,43.21,0.215,196.1,321.5,1.021517,3.09,0.92,9.99615035763933,7
7.09,0.134,0.04,0.62,0.028,10.5,74.7,0.988835,3.39,0.31,9.93541138877766,5
9.29,0.185,0.57,7.6,0.145,52.3,128.6,0.999876,3.09,0.83,10.80561648427943,9
8.92,1.0,0.58,19.92,0.068,95.9,277.9,1.02637,2.97,0.93,11.29690665888073,5
9.05,0.63,0.29,23.51,0.125,111.0,204.5,1.020302,3.29,0.91,11.06248604182063,7
10.47,1.03,1.03,50.77,0.357,245.2,298.3,1.016938,3.24,0.85,11.4863983385521,9
9.09,1.007,0.07,13.5,0.067,40.1,51.2,1.00303,3.2,0.42,9.11959192056112,3
9.11,0.566,0.38,6.58,0.228,47.1,149.1,0.995464,3.21,1.1,9.98690760680304,9
10.57,1.327,1.06,9.56,0.131,155.0,269.8,1.018356,2.98,1.11,13.55809987397178,7
10.05,0.645,1.41,20.62,0.202,138.0,225.8,1.026443,3.09,1.5,12.08526453554131,7
8.68,0.435,0.86,13.56,0.055,53.4,170.7,1.009716,3.18,0.88,9.63741846250559,3
5.78,0.134,0.32,0.98,0.145,37.8,186.6,0.991271,3.42,0.38,9.45518733220897,7
7.12,0.873,0.19,11.72,0.049,31.2,108.6,0.997122,3.15,0.51,10.39555205422036,6
13.28,1.329,1.27,64.02,0.412,216.3,290.4,1.034906,3.03,1.29,11.27422489685484,6
13.44,1.469,1.2,54.71,0.429,222.9,259.6,1.037538,3.01,1.52,11.33323128737851,8
5.73,0.168,0.14,0.73,0.032,8.5,124.1,0.989017,3.31,0.32,9.41253559111692,6
7.77,0.797,0.82,11.79,0.136,72.9,141.8,1.007847,3.5,0.77,13.52434126573398,7
12.54,1.162,1.35,40.63,0.377,168.5,268.5,1.024366,3.06,1.42,13.64439691324936,4
8.71,0.224,0.57,25.05,0.038,56.6,275.5,1.013806,2.87,0.34,9.31311519437624,3
7.78,0.224,0.04,0.74,0.013,10.7,29.0,0.989632,3.35,0.28,8.25125323736528,8
8.76,1.17,0.61,30.14,0.255,28.1,200.9,1.022699,3.11,1.1,11.99067850810984,7
9.01,0.583,0.4,6.88,0.137,162.4,277.5,1.00467,3.32,0.75,9.62071178028,7
4.95,0.334,0.26,0.75,0.024,7.4,10.9,0.991699,3.25,0.33,10.60603145818937,3
5.6,0.33,0.1,6.57,0.051,42.3,58.9,1.001124,3.26,0.7,8.77171147425682,6
7.6,0.549,0.36,20.06,0.055,99.7,167.2,1.004274,3.21,1.05,11.48870157786754,5
7.22,0.487,0.8,19.22,0.083,82.3,136.9,1.010842,3.34,0.87,11.42874781229276,6
13.06,0.649,0.99,29.98,0.36,153.9,167.2,1.021167,3.11,1.15,10.77861757493266,7
4.72,0.457,0.13,4.13,0.082,10.8,164.0,0.993567,3.27,0.59,9.38687318406885,7
7.47,0.837,0.11,4.9,0.052,58.2,99.0,1.007129,3.41,0.47,9.32239298188331,4
10.37,1.495,1.29,60.5,0.373,223.3,352.9,1.036853,3.1,1.64,10.84030041333488,5
8.48,0.484,0.74,16.22,0.196,20.7,87.4,1.016525,3.36,0.57,10.69931734681211,6
10.31,1.23,0.58,30.98,0.25,182.1,112.4,1.036048,3.03,0.88,10.55038900269822,6
9.59,0.668,0.72,22.54,0.048,95.4,279.4,1.019502,3.0,0.59,10.53453105880212,8
10.0,0.854,0.63,30.34,0.189,85.5,190.8,1.023769,3.18,0.82,8.89932110003585,5
9.25,1.17,1.37,65.8,0.326,246.2,369.2,1.035685,2.88,1.68,11.42328060101193,7
6.14,0.169,0.32,2.87,0.102,5.5,56.3,0.992128,3.22,0.34,10.73162906670446,5
8.91,1.467,0.97,50.93,0.359,174.7,200.9,1.028836,3.36,1.39,12.60200670720277,6
6.14,0.169,0.47,0.74,0.014,1.9,34.8,0.987692,3.25,0.27,11.41617461099452,5
14.2,1.472,1.05,59.68,0.334,235.9,326.4,1.033666,3.12,1.67,11.72517242390734,9
10.05,0.695,1.21,20.83,0.099,192.5,322.0,1.011254,2.85,1.42,12.45569876423307,4
8.13,0.348,0.77,12.23,0.234,72.8,279.7,1.000887,3.27,0.75,9.59962489729496,6
11.79,1.164,1.12,48.09,0.168,199.3,350.3,1.035853,3.43,1.21,10.06157202294251,7
8.86,1.469,0.77,23.45,0.159,119.6,224.8,1.020298,3.03,0.76,10.17908575225728,7
10.43,0.889,0.99,16.98,0.204,114.3,120.8,1.020333,3.01,0.76,11.00570945795398,7
8.44,0.711,0.38,5.39,0.184,21.0,32.2,1.013308,2.93,0.72,9.9748984516701,5
7.65,0.378,0.66,0.87,0.029,15.8,91.2,1.000499,3.27,0.6,9.93690628485615,7
11.02,1.522,0.47,13.19,0.181,77.3,104.4,1.026761,3.25,0.8,12.62650801417293,5
7.38,0.19,0.21,2.22,0.029,5.0,32.4,0.995221,2.92,0.49,9.46688965806208,4
12.06,1.042,0.77,39.85,0.242,204.8,207.0,1.025379,2.91,1.52,11.50823559683634,5
12.06,1.288,1.14,44.39,0.282,145.1,225.9,1.036367,3.13,1.5,10.82320687826871,9
7.0,0.491,0.32,24.23,0.034,82.4,259.3,1.000796,3.2,0.43,11.16038089105529,9
7.88,1.189,0.77,54.63,0.183,220.1,378.9,1.027443,2.97,1.14,13.0047469342902,9
7.71,1.195,0.48,34.1,0.222,113.3,189.3,1.016773,3.35,1.19,13.4407670550402,5
15.9,1.559,1.36,57.44,0.506,213.0,311.6,1.038518,3.14,1.18,11.72803947302786,9
11.15,1.057,0.98,22.56,0.208,131.4,302.2,1.027798,3.13,1.47,11.01963946699278,8
11.2,1.414,1.2,47.07,0.436,164.2,239.7,1.037647,3.03,1.4,11.07337211637945,6
6.93,1.123,0.19,4.35,0.025,24.2,62.3,0.990261,2.87,0.37,11.99742398932734,7
5.74,0.947,0.05,6.78,0.065,23.6,119.4,0.996804,3.46,0.43,10.02383688451749,6
9.54,0.904,0.81,21.09,0.086,100.6,186.5,1.018707,3.24,0.86,13.17623234013681,7
5.83,0.374,0.29,4.95,0.05,57.6,175.3,0.994704,3.26,0.42,12.21942917396753,7
7.83,0.231,0.63,20.86,0.098,157.3,205.6,1.018546,3.74,0.9,10.45646629344376,9
10.99,0.935,0.78,47.77,0.155,106.3,200.8,1.02723,3.05,1.0,13.15559148236259,5
8.22,0.974,0.71,14.84,0.137,91.1,136.9,1.023888,3.1,0.87,9.60164265669027,3
12.22,0.559,0.67,4.4,0.06,49.4,65.2,1.016537,3.06,0.67,12.23898075896602,3
8.63,0.508,0.37,3.37,0.121,20.1,23.0,1.012384,3.34,0.83,9.54415195573412,7
8.46,0.321,0.76,6.36,0.051,11.0,130.2,0.998447,3.12,0.79,10.21160364926459,4
8.63,0.501,0.51,8.54,0.106,115.2,270.3,0.992503,3.03,0.58,9.00858671388205,8
8.79,0.381,0.57,11.67,0.088,36.4,107.2,1.009999,2.98,0.55,11.09511066233714,6
8.58,1.092,1.11,48.16,0.24,177.4,291.3,1.032991,3.14,1.23,11.67037041315889,6
7.27,0.39,0.26,2.84,0.025,66.0,201.4,0.999721,3.2,0.64,9.50884437503518,8
10.07,1.377,1.22,33.27,0.232,162.0,250.1,1.030209,3.19,1.5,12.07967207194166,6
8.17,0.711,0.39,19.14,0.085,108.7,169.2,1.020836,3.24,1.1,11.50777296373634,5
8.47,1.086,0.56,12.93,0.066,35.8,81.6,1.007967,3.4,0.74,8.97750254219484,5
6.07,0.259,0.17,1.9,0.02,4.6,59.2,1.002143,3.12,0.45,11.78410616627011,5
10.66,0.71,0.62,21.5,0.138,87.9,183.5,1.014606,2.84,0.66,9.1708748486292,8
8.12,0.805,1.15,33.77,0.257,137.7,256.9,1.030895,3.14,1.39,11.6867000018022,4
6.88,0.778,0.95,28.14,0.075,67.7,283.6,1.011953,3.11,0.41,9.7406417788799,9
6.74,0.085,0.16,5.52,0.018,34.2,72.4,1.012341,3.31,0.32,9.8248193139166,7
8.56,0.633,0.53,24.3,0.069,101.7,199.0,1.020874,3.1,0.63,11.0065551033323,5
6.82,0.393,0.21,2.33,0.07,2.9,90.9,0.99634,3.31,0.48,10.511158424708,5
10.66,1.317,0.88,40.77,0.162,125.9,307.1,1.025723,3.03,1.23,9.44943336452725,7
8.61,0.787,0.39,24.92,0.093,37.0,43.3,1.025197,3.18,0.79,11.02046035673421,6
7.11,0.438,0.66,2.85,0.072,32.5,97.5,1.000514,3.17,0.69,9.84364363490717,6
7.52,0.579,0.27,6.08,0.094,49.8,132.7,0.998842,3.23,0.84,12.0982849480589,5
9.79,0.745,0.19,13.16,0.098,107.4,108.7,1.009869,3.03,0.54,11.11752897488724,6
8.21,1.178,0.78,52.3,0.263,211.4,339.0,1.019084,3.13,1.3,11.80595088648163,8
12.0,1.062,0.94,38.13,0.415,92.7,224.8,1.034998,3.25,1.27,13.14950353827105,9
10.49,0.736,0.79,2.55,0.239,55.8,143.6,1.009449,3.2,0.66,12.66623544683061,6
10.63,1.338,0.68,34.24,0.381,192.4,225.7,1.02122,3.29,1.12,10.9569325453959,7
10.57,0.553,1.07,9.09,0.145,59.6,108.2,1.031117,3.1,0.83,11.71592354301857,9
6.55,0.127,0.04,0.7,0.052,12.1,43.5,0.989068,3.26,0.42,10.87126818075441,7
7.56,0.967,0.56,18.23,0.134,133.9,242.5,1.006572,3.05,0.48,10.41099849170595,5
4.57,0.096,0.03,0.86,0.011,15.5,92.6,0.991641,3.47,0.25,11.58469446643308,6
6.94,0.616,0.39,3.78,0.137,47.0,221.6,1.000474,3.55,0.72,9.46634561274563,3
7.05,0.57,0.99,14.34,0.116,93.2,186.2,1.008341,3.02,0.53,12.50981440417127,6
9.32,1.401,0.76,30.95,0.194,215.6,369.8,1.032812,3.09,1.47,11.30286652319972,3
7.8,0.365,0.75,33.3,0.131,156.5,266.7,0.998205,3.25,0.75,12.03360083964759,3
7.41,0.327,0.65,2.47,0.035,17.2,61.6,0.995624,3.06,0.65,9.40956999383417,7
